dbn,school_name,num of sat test takers,sat critical reading avg. score,sat math avg. score,sat writing avg. score,avg_sat_score,ap test takers,total exams taken,number of exams with scores 3 4 or 5,exams_per_student,high_score_percent,avg_class_size,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,total cohort,grads_percent,dropout_percent,boro,lat,long,d75,studentssurveyed,schooltype,rr_s,rr_t,rr_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,84,408,384,403,1195,67,117,40,1.7462686567164178,34.18803418803419,26,67,610,6.4,21.8,16,2.3,35.1,59.3,2.3,32.6,67.4,134,64.9,11.2,Manhattan,40.7052349390004,-74.01331503999967,0,Yes,High School,93,83,37,558,46,542,8.2,7.6,7.2,7.6,7.8,7.4,7.7,8.2,6.6,5.7,6.4,7,7.5,6.9,7.1,7.6
02M586,HARVEY MILK HIGH SCHOOL,9,458,416,429,1303,2.5,NA,NA,NA,NA,14,75.7,68,1.5,22.1,0,5.9,38.2,39.7,16.2,47.1,52.9,30,40,23.3,NA,NA,NA,0,Yes,High School,64,100,66,61,8,62,8.8,7.3,7.2,7.6,6.7,4.9,5.7,6.2,7.4,6.9,7.6,8,7.6,6.4,6.8,7.3
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,335,423,423,411,1257,70,87,26,1.2428571428571429,29.88505747126437,31,68.3,1599,2.8,11.5,42,3.8,39.1,52.3,4.1,7.3,92.7,416,87.7,2.4,Manhattan,40.7451115710004,-73.99590641999964,0,Yes,High School,94,91,17,1592,93,1578,7.9,6.8,7.1,7.3,7.4,7.2,7.3,7.7,6.5,5.6,6.5,7.3,7.3,6.5,6.9,7.4
02M605,HUMANITIES PREPARATORY ACADEMY,36,426,403,426,1255,2.5,NA,NA,NA,NA,24,54,192,1,6.8,0,7.3,21.9,57.8,11.5,42.7,57.3,48,81.3,2.1,Manhattan,40.7428881010004,-74.00212738099964,0,Yes,High School,71,100,31,182,14,175,7.7,6.7,6.8,7.2,7.4,5.6,7,7.5,7,6.7,6.6,7.3,7.4,6.3,6.8,7.3
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,83,399,418,390,1207,52,97,13,1.8653846153846154,13.402061855670103,25,69.8,466,6.2,15.7,10,7.1,29.6,60.5,1.5,65,35,173,48,24.9,Manhattan,40.7243528740004,-74.00475929199968,0,Yes,High School,97,89,28,482,36,477,8.4,7.6,7.4,7.9,7,5.8,6.1,7.1,6.5,5.8,6.3,7.3,7.3,6.4,6.6,7.4
02M620,NORMAN THOMAS HIGH SCHOOL,154,370,379,359,1108,34,34,14,1,41.17647058823529,24,81.1,1127,19.3,15.5,66,1.6,25.6,70.6,2,52,48,464,47.8,22.6,NA,NA,NA,0,Yes,High School,23,79,30,1608,99,1576,7,6.8,6.8,7,6.3,6.3,6.2,6.7,6.2,5.6,6.1,6.8,6.5,6.2,6.4,6.9
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,191,395,382,376,1153,79,85,9,1.0759493670886076,10.588235294117647,27,72.7,1433,9.1,17.2,78,3.1,30.3,63.8,2.6,46.5,53.5,407,49.6,25.1,NA,NA,NA,0,Yes,High School,75,66,24,1599,116,1574,6.7,6.8,6.8,7,6.7,6.4,6.7,7.2,5.7,5.4,5.7,6.5,6.3,6.2,6.4,6.9
02M630,ART AND DESIGN HIGH SCHOOL,270,444,441,430,1315,84,100,33,1.1904761904761905,33,29,53.3,1344,1.6,11.1,32,9,26.8,51,12.6,46.7,53.3,320,67.5,6.9,Manhattan,40.7654015410004,-73.98176824599966,0,Yes,High School,83,46,23,1230,85,1225,8,6.9,7.2,7.1,8.1,6.4,7.1,7.8,6.7,5.9,6.5,7.2,7.6,6.4,6.9,7.4
02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409,424,403,1236,50,90,10,1.8,11.11111111111111,24,70.3,717,7.9,19.7,43,3.3,28.6,64.3,2.4,51.6,48.4,118,79.7,5.9,Manhattan,40.7836442600004,-73.94574177699963,0,Yes,Middle / High School,73,45,14,645,51,624,8,7.3,7.3,7.6,7.3,6.6,7.2,7.7,5.9,5.7,6.4,6.9,7,6.5,7,7.4
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,27,406,379,408,1193,2.5,NA,NA,NA,NA,27,59.6,409,8.6,10.5,26,1.7,46,49.4,2.2,31.8,68.2,74,55.4,8.1,NA,NA,NA,0,Yes,High School,53,57,17,350,23,354,7,6.8,7,6.9,5.8,4.9,5.2,5.3,6.1,6,6.3,7,6.3,5.9,6.2,6.4
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,1132,2.5,NA,NA,NA,NA,24,66.4,418,14.4,19.6,13,1,37.3,58.9,1.4,55.7,44.3,89,61.8,7.9,Manhattan,40.7742964110004,-73.98482270099964,0,Yes,High School,91,96,14,379,28,364,7.6,7,6.8,7,6.5,5.8,6.1,6.5,6.5,5.8,6.4,7.1,6.9,6.2,6.4,6.9
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,1144,2.5,NA,NA,NA,NA,20,68.8,366,12.8,15.3,10,2.2,37.4,56,3,57.9,42.1,100,60,19,Manhattan,40.7742964110004,-73.98482270099964,0,Yes,High School,80,96,22,330,26,324,8.7,7.9,7.8,8.4,7.8,7.9,7.9,8.2,6.9,6.2,7.1,7.6,7.8,7.4,7.6,8.1
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,10,73.2,283,25.1,21.6,9,1.8,19.8,76,1.8,56.9,43.1,NA,NA,NA,Manhattan,40.7857431570004,-73.97441522799966,0,Yes,High School,53,30,27,177,20,176,8.2,7.9,7.7,8,4.4,4.2,5.2,5.7,6.3,6.4,6.3,7.2,6.3,6.2,6.4,7
03M403,THE GLOBAL LEARNING COLLABORATIVE,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,68.4,358,19.3,19.3,7,3.6,27.7,62.6,5.9,51.4,48.6,NA,NA,NA,Manhattan,40.7857431570004,-73.97441522799966,0,Yes,High School,79,100,24,204,16,200,8.5,7.9,7.7,7.6,7.2,7.6,8.3,8.2,7,6.7,7.1,7.4,7.6,7.4,7.7,7.7
03M404,INNOVATION DIPLOMA PLUS,12,416,403,381,1200,2.5,NA,NA,NA,NA,17,50.4,199,3.5,10.1,0,48.7,33.2,16.6,1.5,47.7,52.3,39,28.2,5.1,NA,NA,NA,0,Yes,High School,73,100,21,201,12,200,9.1,8.4,8,8.7,6.8,5.8,6.4,7,7.3,6.4,6.8,7.5,7.7,6.8,7.1,7.7
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371,368,370,1109,65,73,NA,1.123076923076923,NA,24,76.6,516,7.4,18.8,60,0.4,59.9,38.8,0.8,38.4,61.6,127,55.9,1.6,Manhattan,40.80217458100048,-73.95400882799964,0,Yes,Middle / High School,71,68,55,474,40,478,7.6,6.9,7.1,7.1,6.1,5.2,5.9,6.1,6,5.5,5.9,6.6,6.5,5.9,6.3,6.6
03M417,FRANK MCCOURT HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,24,219,0.9,17.4,0,6.8,18.3,37,37,46.6,53.4,NA,NA,NA,Manhattan,40.7857431570004,-73.97441522799966,0,Yes,High School,98,100,47,99,8,99,8.4,7.6,7.3,7.6,6.9,7,7,7.9,7.3,7.3,7.1,7.7,7.5,7.3,7.2,7.8
03M470,LOUIS D. BRANDEIS HIGH SCHOOL,131,370,390,358,1118,48,70,6,1.4583333333333333,8.571428571428571,22,68.6,291,27.8,10.7,8,2.1,29.6,67.4,1,50.5,49.5,521,35.5,23,NA,NA,NA,0,Yes,High School,65,47,2,618,47,607,6.8,6.4,6.8,7.2,7.4,7.3,7.4,8.1,6.3,5.5,6.1,6.6,6.8,6.4,6.8,7.3
03M479,BEACON HIGH SCHOOL,261,577,575,592,1744,166,197,140,1.1867469879518073,71.06598984771574,31,18.4,1162,0.2,3.7,0,8.9,14.6,22.8,49.8,39,61,269,96.3,0,Manhattan,40.77215811900049,-73.98779653499963,0,Yes,High School,82,80,39,1145,54,1116,8.6,7.9,7.9,8.3,7.5,6.2,6.7,7.5,7.8,7.2,7.6,8.2,8,7.1,7.4,8
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566,564,577,1707,691,1236,790,1.788712011577424,63.915857605178,31,21.7,2605,0.2,1,0,19.6,12.9,16.6,49.2,26.4,73.6,646,97.1,0.9,Manhattan,40.77367050700047,-73.98526855799963,0,Yes,High School,93,50,28,2530,137,2478,8.3,7.2,7.7,7.6,7.8,6.3,6.7,7.3,7.1,5.9,6.6,7.6,7.7,6.5,7,7.5
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,1196,2.5,NA,NA,NA,NA,23,79.9,541,10.5,15.5,38,1.3,46.2,48.1,1.8,40.1,59.9,107,75.7,9.300000000000002,Manhattan,40.7742964110004,-73.98482270099964,0,Yes,High School,80,91,67,481,43,485,9.1,7.6,7.6,8.2,6.7,6.1,6.5,7,6.2,6,6.2,7.4,7.3,6.6,6.8,7.6
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433,433,411,1277,38,38,6,1,15.789473684210526,28,79.8,603,10.4,17.2,26,5,34.8,57.2,2.3,67.7,32.3,137,62.8,6.6,Manhattan,40.7742964110004,-73.98482270099964,0,Yes,High School,87,83,25,574,35,562,8.3,7.5,7.6,7.9,5.6,3.8,5.1,5.3,6.4,5.8,6.5,7.1,6.8,5.7,6.4,6.8
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,35,401,369,351,1121,2.5,NA,NA,NA,NA,21,70.5,564,7.8,23,20,0.5,34.6,64.4,0.5,44.3,55.7,200,27.5,6.5,NA,NA,NA,0,Yes,High School,59,95,15,423,44,417,8.6,7.7,7.7,8,7.1,5.5,6.6,7.3,7.4,6.1,6.9,7.5,7.7,6.4,7.1,7.6
03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473,506,467,1446,2.5,NA,NA,NA,NA,22,55.2,453,1.3,3.8,0,25.6,21.4,41.5,10.2,41.1,58.9,90,93.3,1.1,Manhattan,40.7742964110004,-73.98482270099964,0,Yes,High School,96,93,39,447,28,441,8.7,7.7,7.7,8.1,8.1,6.8,7.5,8.1,7.3,6.5,6.9,7.6,8,7,7.3,7.9
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356,379,361,1096,11,11,NA,1,NA,22,64.2,413,5.8,20.8,24,0.7,77.7,18.9,1.5,54.2,45.8,54,74.1,13,Manhattan,40.80217458100048,-73.95400882799964,0,Yes,Middle / High School,88,83,47,388,29,375,7.8,7.4,7.2,7.3,5.5,5,5.5,6.1,5.8,5.8,5.9,7,6.4,6.1,6.2,6.8
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354,357,373,1084,18,18,NA,1,NA,21,71.8,349,9.7,24.4,17,0.9,39.3,58.7,0.9,44.4,55.6,76,65.8,13.2,Manhattan,40.798865182,-73.93336559699964,0,Yes,High School,87,100,47,368,31,370,8.2,7.7,7.7,8.2,8.5,8.7,9.1,9,6.6,6.1,6.6,7.2,7.8,7.5,7.8,8.1
04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,375,461,514,455,1430,328,426,261,1.298780487804878,61.267605633802816,31,71.6,1650,2.7,5.8,29,20.1,19.7,57.4,2.2,46.4,53.6,381,87.7,1.3,Manhattan,40.79374170600044,-73.93408414199968,0,Yes,High School,92,88,22,1685,82,1650,7.9,7,7.2,7.4,7.2,4.7,5.7,6.6,6.6,5.5,6.5,7.2,7.2,5.7,6.4,7
04M495,PARK EAST HIGH SCHOOL,51,373,379,376,1128,2.5,NA,NA,NA,NA,19,76.8,349,4.3,10.6,3,4.9,33.2,59.6,0.3,42.1,57.9,92,57.6,10.9,Manhattan,40.7905626,-73.94445440799967,0,Yes,High School,85,100,41,355,31,335,8.6,7.7,7.4,7.9,7.6,6.8,7,7.5,7,6.3,6.9,7.6,7.7,6.9,7.1,7.7
04M555,CENTRAL PARK EAST HIGH SCHOOL,73,405,421,395,1221,2.5,NA,NA,NA,NA,25,70.4,445,4,13.5,5,6.5,26.7,64.5,1.6,32.1,67.9,63,66.7,11.1,Manhattan,40.7936788820004,-73.94941649499964,0,Yes,High School,87,85,22,394,26,392,8.6,8,7.7,8.3,8,7.8,8,8.4,6.6,5.8,6,7.4,7.8,7.2,7.3,8.1
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,1326,41,55,29,1.3414634146341464,52.72727272727272,26,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,55,100,0,Manhattan,40.7927069560004,-73.94729966199964,0,Yes,Middle / High School,85,96,53,447,25,415,8.8,8.1,7.8,8.3,8.9,8.3,8.5,9,7.5,6.6,7.2,8.3,8.4,7.7,7.8,8.5
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,1326,2.5,NA,NA,NA,NA,26,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,55,100,0,Manhattan,40.7927069560004,-73.94729966199964,0,Yes,Middle / High School,85,96,53,447,25,415,8.8,8.1,7.8,8.3,8.9,8.3,8.5,9,7.5,6.6,7.2,8.3,8.4,7.7,7.8,8.5
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,48,369,369,357,1095,2.5,NA,NA,NA,NA,26,62.7,192,13.5,18.8,14,4.2,27.6,65.6,2.1,62,38,75,41.3,20,NA,NA,NA,0,Yes,High School,94,95,86,250,20,246,7.4,7.3,7.1,7.4,6.4,5.3,5.6,6.1,6.4,5.9,6.3,6.9,6.7,6.2,6.3,6.8
04M680,"HERITAGE SCHOOL, THE",31,358,351,345,1054,2.5,NA,NA,NA,NA,21,71.8,294,6.8,24.8,12,0.3,28.9,69.4,1,48.6,51.4,75,56,9.300000000000002,Manhattan,40.7918796180004,-73.94658639999966,0,Yes,High School,92,84,51,286,25,276,7.8,7,6.9,7.1,6,4.7,5.2,5.7,6.4,5.9,6.4,7,6.7,5.9,6.1,6.6
05M285,HARLEM RENAISSANCE HIGH SCHOOL,29,357,318,333,1008,2.5,NA,NA,NA,NA,17,67.6,222,9.5,10.8,1,0.5,62.2,36.9,0.5,39.2,60.8,81,12.3,22.2,NA,NA,NA,0,Yes,High School,68,94,22,171,17,170,8.8,8.1,8,8.2,7.4,6.9,7.6,7.6,7,6.2,6.9,7.5,7.7,7.1,7.5,7.8
05M304,MOTT HALL HIGH SCHOOL,54,413,399,398,1210,11,11,NA,1,NA,26,78.5,426,8.7,15.5,12,0.9,35,63.8,0.2,53.5,46.5,96,69.8,7.3,Manhattan,40.81736104600048,-73.94770842099967,0,Yes,High School,99,88,66,380,25,363,8.3,7.3,7.2,7.3,7.2,6.3,5.9,7.1,6.2,6,6.2,7.2,7.2,6.5,6.4,7.2
05M362,"COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,46.3,474,0.6,0.4,0,11.6,20,48.5,18.4,49.6,50.4,NA,NA,NA,Manhattan,40.8109178530004,-73.95692738699967,0,Yes,Middle / High School,91,90,44,377,20,360,7.8,7.7,7.5,8.1,7.3,6.9,7.1,8.3,6.9,6.8,7,7.4,7.3,7.1,7.2,7.9
05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,33,354,366,342,1062,17,17,NA,1,NA,23,67,425,9.9,21.6,2,0.5,61.4,38.1,0,48.7,51.3,NA,NA,NA,Manhattan,40.81523036500044,-73.95520120599963,0,Yes,Middle / High School,71,71,31,402,35,379,8.1,7.4,7.3,7.7,6.2,5.9,6.5,7.2,5.7,5.6,6.1,6.9,6.7,6.3,6.6,7.3
05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,56,360,353,364,1077,2.5,NA,NA,NA,NA,24,77.7,374,6.1,16.6,12,0.5,59.1,38.2,0.8,25.4,74.6,62,69.4,16.1,Manhattan,40.81523036500044,-73.95520120599963,0,Yes,High School,87,92,45,323,25,319,7.3,6.6,6.8,7.1,5.4,4,4.7,4.8,5.2,5.2,5.5,6.4,6,5.3,5.7,6.1
05M469,CHOIR ACADEMY OF HARLEM,20,354,360,385,1099,6,6,NA,1,NA,23,81.9,347,2,13.3,25,0.3,76.1,22.5,0.6,39.8,60.2,39,56.4,10.3,NA,NA,NA,0,Yes,Middle / High School,95,63,34,330,32,312,8.4,8.1,7.9,7.9,7.3,7,7.7,7.9,6,5.8,6.4,7,7.2,7,7.3,7.6
05M499,FREDERICK DOUGLASS ACADEMY,214,458,474,442,1374,163,226,159,1.3865030674846626,70.35398230088495,27,57.6,1556,2.4,8.9,45,1.2,74.4,22.8,1.3,52.2,47.8,259,82.6,3.5,Manhattan,40.8243083850004,-73.93697961299966,0,Yes,Middle / High School,71,58,20,1486,86,1410,7.8,7.3,7.4,7.5,6.4,5.7,6,6.7,5.7,5.3,6.3,7.3,6.6,6.1,6.6,7.2
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,66,396,402,404,1202,37,38,NA,1.027027027027027,NA,23,65.1,580,1.4,10,0,0.2,78.1,20.9,0.2,44.1,55.9,95,68.4,10.5,Manhattan,40.8153648290004,-73.94389670999965,0,Yes,Middle / High School,72,73,35,562,37,532,8.5,7.6,7.7,7.8,6.9,5.8,6.2,6.8,6.7,6.4,6.7,7.6,7.4,6.6,6.9,7.4
05M685,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,61,369,361,355,1085,2.5,NA,NA,NA,NA,23,71.8,524,17.6,21,60,0.4,53.2,45.4,0.6,48.9,51.1,121,37.2,18.2,NA,NA,NA,0,Yes,High School,74,80,46,465,30,479,8.2,7.1,7.1,7.1,5.8,5.9,5.9,6.6,5.5,5.2,5.5,6.6,6.5,6.1,6.2,6.8
05M692,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,605,654,588,1847,114,124,71,1.087719298245614,57.25806451612904,22,18.5,406,0,0,NA,36.2,15,21.2,26.1,65.8,34.2,106,95.3,0,Manhattan,40.82112311200046,-73.94884524399964,0,Yes,High School,89,83,42,402,35,396,8.8,7.5,7.6,8.3,8.6,6.6,7.3,7.8,7.8,6.7,7.2,8.2,8.4,7,7.3,8.1
06M293,CITY COLLEGE ACADEMY OF THE ARTS,60,408,446,416,1270,2.5,NA,NA,NA,NA,24,71.6,586,6.1,13.1,0,0.7,6,92,1.2,39.6,60.4,NA,NA,NA,Manhattan,40.8611133190004,-73.93045214899968,0,Yes,Middle / High School,87,77,64,507,39,466,9,8.4,8.4,8.7,8.5,7.2,7.8,8.5,7.8,6.9,7.7,8.3,8.4,7.5,8,8.5
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,55,362,376,367,1105,2.5,NA,NA,NA,NA,27,78.8,520,30,17.3,16,0.2,5.2,93.8,0.8,52.3,47.7,NA,NA,NA,Manhattan,40.8335552190004,-73.94180421199962,0,Yes,Middle / High School,94,95,71,452,39,428,8.4,7.5,7.3,7.7,6.8,5,6,6.4,6.4,6,6.5,7.3,7.2,6.2,6.6,7.1
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,70,380,395,399,1174,2.5,NA,NA,NA,NA,28,87.5,602,19.6,18.1,0,0,2.3,96.7,0.3,55.8,44.2,NA,NA,NA,Manhattan,40.8488787880004,-73.93080651699967,0,Yes,Middle / High School,94,68,70,520,38,454,8.8,8.2,7.6,8.5,8.5,7.7,7.8,8.5,7.5,6.9,7.1,8.2,8.3,7.6,7.5,8.4
06M423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,17,99.2,178,19.7,34.3,10,0,25.8,72.5,0,52.8,47.2,NA,NA,NA,Manhattan,40.8660455490004,-73.92485664199967,0,Yes,High School,90,100,73,126,13,124,9.2,8.6,8.2,8.4,8.2,7.7,8.3,8.7,7.6,6.2,6.5,7.6,8.3,7.5,7.7,8.3
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,76,365,384,378,1127,108,135,43,1.25,31.851851851851855,26,89.3,630,43,13.7,46,0.5,5.2,91.4,1.4,63.8,36.2,185,74.1,9.200000000000001,Manhattan,40.85593830700048,-73.92702963399967,0,Yes,High School,81,61,67,597,36,578,8.2,7.7,7.6,7.8,7.2,6.6,6.1,6.8,7.1,6.3,6.8,7.2,7.5,6.9,6.8,7.3
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,63,369,380,349,1098,37,64,NA,1.7297297297297298,NA,23,83.8,572,26.9,17,8,1,10.7,87.1,0.5,63.5,36.5,161,62.7,12.4,Manhattan,40.85593830700048,-73.92702963399967,0,Yes,High School,84,95,44,534,37,509,8,7.7,7.5,7.7,7.4,6.8,7.5,7.8,6.4,5.7,6.2,7.2,7.3,6.8,7.1,7.6
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,94,363,378,361,1102,141,212,82,1.50354609929078,38.67924528301887,25,72.5,694,32,16.7,31,1,13,84.4,1.3,58.6,41.4,171,71.3,9.4,Manhattan,40.85593830700048,-73.92702963399967,0,Yes,High School,74,67,43,612,42,591,8.5,8.2,8,8.3,6.9,6.5,6.9,7.6,6.5,6,6.6,7.4,7.3,6.9,7.1,7.8
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,24,400,422,402,1224,32,38,17,1.1875,44.73684210526316,28,90.7,679,31.2,13.8,14,0.7,13.7,83.8,1,52.7,47.3,158,55.7,20.9,Manhattan,40.85593830700048,-73.92702963399967,0,Yes,High School,92,100,47,679,44,662,8.3,8,7.7,7.9,7,7.1,7.5,7.9,6.4,5.8,6.5,7.2,7.2,6.9,7.2,7.7
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,228,430,456,423,1309,165,222,72,1.3454545454545455,32.432432432432435,30,76.3,1285,2.3,5.5,43,4,32.8,62.3,0.7,49.9,50.1,267,71.2,3,Manhattan,40.8183212690004,-73.95061382799963,0,Yes,High School,66,100,15,1424,73,1387,7.7,7.2,7.1,7.2,5.9,5,5.3,6,6.1,5.5,6.1,7,6.6,5.9,6.2,6.8
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,56,339,349,326,1014,88,138,73,1.5681818181818181,52.89855072463768,25,92.8,472,89.6,0,NA,0,0,99.8,0,48.9,51.1,91,81.3,8.800000000000002,Manhattan,40.8380323220004,-73.93837101799966,0,Yes,High School,88,72,52,461,29,421,9.2,8.4,8.1,8.3,8.5,6.5,7.4,8.4,7.7,6.2,7,7.7,8.5,7,7.5,8.1
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,65,364,378,348,1090,63,89,24,1.4126984126984128,26.96629213483146,21,72.9,622,8.8,19.3,21,0.6,29.9,68.8,0.5,47.4,52.6,80,80,3.8,Bronx,40.8140108160004,-73.92083651699966,0,Yes,Middle / High School,82,60,53,579,47,523,8.2,7.3,7.1,7.9,6.6,6.2,6.9,7.5,7.1,6.7,6.8,7.8,7.3,6.7,6.9,7.7
07X321,CROTONA ACADEMY HIGH SCHOOL,9,379,364,382,1125,2.5,NA,NA,NA,NA,18,78.3,124,2.4,6.5,0,0.8,42.7,54,0.8,31.5,68.5,56,14.3,17.9,NA,NA,NA,0,Yes,High School,81,82,63,113,11,120,9.3,8.9,8.5,9,8.7,8.5,9.2,9.5,8.4,7.9,8.2,8.6,8.8,8.4,8.6,9
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,34,310,324,311,945,2.5,NA,NA,NA,NA,16,77.5,393,90.1,1.8,0,4.8,20.1,71.8,2,48.6,51.4,10,NA,NA,Bronx,40.81003619200049,-73.91781248199965,0,Yes,High School,87,85,32,354,26,316,8.6,8.2,7.8,8.1,7.8,5.6,7.4,7.5,7.3,6.5,7,7.5,7.9,6.8,7.4,7.7
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,24,71.7,198,3,7.6,0,0.5,40.9,56.6,1,36.9,63.1,50,10,16,NA,NA,NA,0,Yes,High School,61,93,29,189,14,189,9.1,8.1,7.9,8.4,7,5.6,6.2,7.1,7.1,6.7,7.1,7.6,7.8,6.8,7.1,7.7
07X381,BRONX HAVEN HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,64.7,153,7.8,8.5,1,0.7,35.9,62.7,0.7,37.3,62.7,11,NA,NA,NA,NA,NA,0,Yes,High School,74,91,20,120,11,119,9,8.1,7.8,8.1,6.9,5.4,6.4,7.1,7.7,6.8,7.9,8.3,7.9,6.8,7.4,7.8
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,43,361,359,357,1077,2.5,NA,NA,NA,NA,23,82.7,319,13.2,19.7,11,0.6,32.3,65.5,0.9,49.2,50.8,81,64.2,19.8,Bronx,40.8160844810004,-73.93032383899964,0,Yes,High School,95,89,30,315,27,311,8.5,8.4,8,8.7,8,8,8.5,8.6,7.2,6.7,6.8,7.5,7.9,7.7,7.8,8.3
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,63,351,375,371,1097,2.5,NA,NA,NA,NA,24,78.5,363,9.6,18.5,8,1.1,22.6,76,0,50.1,49.9,69,63.8,14.5,Bronx,40.8181735360004,-73.91109266299964,0,Yes,High School,93,96,63,344,27,328,8.6,8.1,7.8,8.3,6.7,6,6.6,6.9,6.9,5.9,6.7,7.7,7.4,6.7,7,7.6
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,79,403,394,404,1201,2.5,NA,NA,NA,NA,27,90.1,465,3.7,5.2,0,2.6,18.1,78.1,1.3,43.2,56.8,NA,NA,NA,Bronx,40.8181735360004,-73.91109266299964,0,Yes,High School,91,87,50,431,23,428,8.7,8.1,7.8,8,8.2,7,7.1,7.6,7.2,6,6.5,7.4,8,7,7.2,7.7
07X500,HOSTOSsLINCOLN ACADEMY OF SCIENCE,66,420,426,411,1257,64,107,39,1.671875,36.44859813084112,21,68.3,538,5.6,11.9,11,2,24,72.7,0.7,45.2,54.8,61,83.6,1.6,Bronx,40.81495534200047,-73.91251954199964,0,Yes,Middle / High School,83,51,32,591,37,547,8.4,7.5,7.4,7.8,7.2,6,6.7,7.2,6.8,5.9,6.6,7.6,7.5,6.5,6.9,7.5
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,64,399,396,391,1186,13,13,12,1,92.3076923076923,23,89.9,311,21.9,22.5,50,3.2,26,68.8,1,45.3,54.7,136,60.3,7.4,Bronx,40.8111388560004,-73.90978712699967,0,Yes,High School,95,94,58,361,32,340,7.9,7.3,6.8,7.4,7.1,7.1,7,7.6,6,5.7,5.7,6.8,7,6.7,6.5,7.2
